Iteration,"('ILCD 2.0 2018 midpoint', 'climate change', 'climate change total')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater ecotoxicity')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater and terrestrial acidification')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater eutrophication')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'marine eutrophication')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'terrestrial eutrophication')","('ILCD 2.0 2018 midpoint', 'human health', 'non-carcinogenic effects')","('ILCD 2.0 2018 midpoint', 'human health', 'carcinogenic effects')","('ILCD 2.0 2018 midpoint', 'human health', 'ionising radiation')","('ILCD 2.0 2018 midpoint', 'human health', 'ozone layer depletion')","('ILCD 2.0 2018 midpoint', 'human health', 'photochemical ozone creation')","('ILCD 2.0 2018 midpoint', 'human health', 'respiratory effects, inorganics')","('ILCD 2.0 2018 midpoint', 'resources', 'minerals and metals')","('ILCD 2.0 2018 midpoint', 'resources', 'dissipated water')","('ILCD 2.0 2018 midpoint', 'resources', 'fossils')","('ILCD 2.0 2018 midpoint', 'resources', 'land use')"
31,168.84956499426778,178.21961399385214,1.179169555763297,0.04071666712707731,0.2427116282236641,2.640430437374895,-6.652441691869602e-05,9.399890895065821e-06,40.68627131196745,1.865668176563604e-05,0.7303101294553415,1.3012084979706277e-05,0.007127205117688665,134.83281938762454,3557.9573867431964,1622.3645594600719
32,197.4024456932781,306.970759883011,1.4582553659150737,0.09323962484714732,0.303654286877899,3.29958177358691,0.00010357131348472237,1.8658706883360264e-05,47.92094386921235,2.1419598157992426e-05,0.963070027003955,1.589576598139251e-05,0.012154013628666003,121.52651073346127,3428.5817817217862,3024.7068314769863
33,173.28338093292476,236.77747890628584,1.456471837850544,0.08953294140681953,0.2525023122449832,2.786577479799566,0.0005758750438678948,1.5665233745724982e-05,77.77748521585835,2.3067259341553042e-05,0.7893282767752203,1.5278127146801614e-05,0.010731951367654655,129.27468846451194,2737.834490344455,2040.676558157117
34,184.40598808687204,204.4224039339203,1.3167907266867098,0.03072559078652162,0.24784233414937884,2.9045389464753604,-6.932182321296033e-05,1.0320055666367035e-05,16.874121424505358,1.925260373914084e-05,0.7755117001218987,1.1302187140151575e-05,0.014979553523943302,113.41358575754117,2952.4117069259055,1960.483406600566
35,188.66607331290052,418.94876637448795,1.456979789488767,0.1273844747474049,0.2577772633898406,3.440771489356964,-0.00010690180489814528,2.8477150941751525e-05,40.389678688876096,2.23797245509547e-05,0.7859602425746433,1.6794404411781168e-05,0.02522164706761149,130.89657763990877,2960.3916215386976,3820.074429418037
36,173.76883431910343,233.97543183140417,1.2511841279878364,0.10577437554390716,0.23074221075071552,2.728861552964714,0.00020564141374457436,1.2392554940824084e-05,83.2905169156366,2.121865155629415e-05,0.7336850001544571,1.408723911967516e-05,0.011335692056865507,121.91491706554356,2823.822095578449,2034.7144086367975
37,182.57573140786144,190.04297707082654,1.2382841703493466,0.042915007912685224,0.23790949190244381,2.5846995879384385,9.744560289373744e-05,1.1082170337744506e-05,100.2511960715954,2.0391240946605636e-05,0.7563459554125651,1.190358844153916e-05,0.012383849741763025,129.54625295777234,3086.9262135115146,5222.828342255967
38,185.9295153358808,356.4296712436603,1.3332454588155798,0.08326259426673713,0.2395501417651901,2.8086910634110693,-2.6831881886255673e-05,2.3125280474357853e-05,43.9471489019033,1.6404702123074773e-05,0.8313221109696057,1.4263419070377918e-05,0.014352416268668568,118.25820585815931,2707.8641014028926,2981.0429788447723
39,169.70463914360607,233.1233192229725,1.3844199856482522,0.07444357635872859,0.24324004740215208,2.6105003572868606,-0.0001668492090916895,1.2719336561292509e-05,105.89852214866376,1.8200245016497453e-05,0.749869440414323,1.2526628301351417e-05,0.006674012457447569,134.78722064511214,2584.1579344864804,1841.3608623893963
40,168.31740926189045,368.40862745541506,1.1603013143889354,0.08954344113643138,0.22423213722699276,2.423828866713356,-6.437348353549916e-05,2.677481442729677e-05,20.534028523909807,2.1429221546883345e-05,0.7493466530276484,1.1590964628479513e-05,0.006527231626216202,129.08765919913895,3046.6623980023783,1818.3348747557643
41,195.5036552215791,365.9006142689475,1.2037693696369614,0.05576063523481997,0.22140142121881184,2.4745575102709454,0.0002873643105068021,2.1736413247205393e-05,128.24039574203496,3.17951543954067e-05,0.7376282344657548,1.4828894225964582e-05,0.01133551486551778,110.778098933391,3292.663056847643,2038.411740080332
42,211.51796176784416,422.1715364048582,1.9768139538270204,0.4401523253559724,0.3127847249899642,5.687336566375557,-0.0001933316053444474,2.853829422906713e-05,33.991212729317446,2.6528025392602996e-05,0.919693276263364,1.8960701283881983e-05,0.0733195376425763,125.00175223698442,3431.55767784415,2265.0392161617374
43,192.48302232823974,292.22662235997217,1.364304105988616,0.06643065692384213,0.266375533644823,3.1787831280894734,-0.00010598241322018434,1.811484645846465e-05,46.61080728646137,2.782934892977561e-05,0.8208400987472603,1.4170168130584284e-05,0.011400781018621268,128.6881100178242,3227.0284311972687,2054.482128020527
44,179.75826609437053,213.32097163079618,1.2193944653212905,0.20685975468480133,0.23137927333238625,2.5229013917871264,-8.168662938198612e-06,1.3853892940198255e-05,78.18637489898484,1.910965493092046e-05,0.713552751404321,1.385080422995597e-05,0.010833740244894044,125.19960434062652,2841.6667055542775,2255.8934500156392
45,191.96575494942522,269.1402975386038,1.3910254842288492,0.12073346850476951,0.24859567459508813,2.835661217637381,8.609217714390171e-05,1.906112188575571e-05,20.703903306078114,1.6644053701719417e-05,0.7526071553663091,1.3304189869012919e-05,0.016333373107705936,123.56829490943396,2701.1901207731867,3217.5918861540595
46,211.14084272592368,316.2525207929964,1.4478766056969032,0.08319232184380669,0.26783411477987284,3.12208427816532,0.00043271073682402085,2.278191553555715e-05,19.248510172816207,2.2786103574713017e-05,0.8725459918715331,1.4528937790820926e-05,0.015740065167474296,123.0112665030381,3171.5260097199225,2561.826151497951
47,178.05868388607306,217.08886086391453,1.292085295683066,0.08616409340688017,0.23132775801392189,2.568883248563139,-0.0004539788735964092,9.981817778592275e-06,16.843441787138165,2.057014135217871e-05,0.6967268368091952,1.2365335219893894e-05,0.009753148684742245,112.46133463636028,2860.697902376628,2403.48343880256
48,182.05881936301066,276.2594215585445,1.2844213864440188,0.09369158886002149,0.241767298493621,2.8683072612697273,9.87443993094744e-06,1.8226769275304304e-05,40.577674756273645,2.1595703051833407e-05,0.7790384747047978,1.276903370739085e-05,0.010187782122808521,119.28384814672731,2609.7572918085016,2002.267263588129
49,196.50111696451017,378.7742785564194,1.2818456402310012,0.09586400707568818,0.23508269120047734,2.846665218063113,0.00011324212497483609,2.9874437168804364e-05,24.48185053090149,2.552027991257993e-05,0.78857781871513,1.4218255458871547e-05,0.024391244535440025,113.00456727217365,2800.4887628769816,1979.2850206298729
50,162.44756411575042,313.17905871175634,1.1409806794860693,0.07179070782043108,0.2186711798960051,2.40791819631468,6.952939910493465e-05,2.4176918792263853e-05,81.88449436621312,2.3130070360531238e-05,0.6685186466989059,1.1287508813100757e-05,0.010536173516823765,116.92460774513863,2664.009937471626,1914.1381616320898
51,184.9994977320006,346.20946384036034,1.251567462980054,0.048150343694919585,0.2325976207516626,2.771931836547321,0.0002428699220035262,2.6351456274942524e-05,116.51200647531174,1.951449081502021e-05,0.7291509266500907,1.3321843870892511e-05,0.02197264381891136,116.38047094836487,2890.539049935317,2623.2939950595087
52,209.21767329933564,439.60532901770694,1.4574244347495675,0.13296294844808615,0.270259084889404,3.2835992522588477,0.0005316138367457105,2.5461301627901867e-05,74.43940220103252,2.8944195504354858e-05,0.8767474621005961,1.4288050667177864e-05,0.024380729335866796,131.2224870915742,3126.9190793892853,2244.698417776486
53,178.726185025607,294.01800745368183,1.2591034616441779,0.06928454907329519,0.213617996971817,2.693861312327463,-4.464348422140199e-05,1.4579132991441792e-05,26.50878823238277,1.920288077362169e-05,0.6851930375412567,1.32608165610123e-05,0.01238556364810612,120.11779906438389,2703.2910312789004,3272.798256626804
54,161.73515231286333,192.57236420268745,1.1545966393471236,0.10417294968775251,0.22664082627405652,2.4593867110265504,0.000490242983782294,1.40054145249287e-05,19.166465752148838,1.8358683725723468e-05,0.6819859656994319,1.3240757756810912e-05,0.005930904115137869,114.64655817512349,2670.988654730534,1651.5725542557284
55,192.15090279742913,373.4855443696681,1.3556855421368639,0.09282483186922079,0.2564920523162729,3.121370017811893,0.0010474657855298053,3.6469046019227884e-05,138.49350480288956,2.0630453087836056e-05,0.829060897804891,1.5099803729516496e-05,0.01608604775051389,131.4689567954132,3373.8269013444587,2736.7889918996707
56,173.3424114367224,359.07416454818974,1.1848300355134629,0.06834102351411427,0.22558170921136522,2.463500651680659,0.00011058060609966613,2.2083458414543018e-05,28.556700453198797,1.9187262317460703e-05,0.7029626004228077,1.1685045439919531e-05,0.007018225408064542,117.19997283185626,2769.5528233121227,1830.194250743369
57,196.41893411506,518.9753811061855,1.3815760900794,0.1654626330426001,0.24791460267226237,2.929564097620291,5.822170825971264e-05,3.9966535118884374e-05,36.351535098138974,5.231559871536568e-05,0.8539909815395422,1.3107898765791811e-05,0.02044255001382887,114.39039492873094,3324.933318726131,2371.720668076853
58,165.33374236701715,198.6826149857597,1.1357147958103406,0.22500350974870348,0.2142454019534098,2.358977450402282,-0.00016530763592855898,1.0735895039527475e-05,19.051015402820337,2.5188545348347782e-05,0.670434331057635,1.3522108569707927e-05,0.00774423259136823,109.41442299985329,2295.0571894248505,2155.910833277585
59,171.3620988323135,321.09126971922643,1.3132355245977279,0.04946781116444272,0.22812472410943518,2.5519367875033927,-0.0005317802993024907,1.8195605887982568e-05,20.557136620978113,2.0196502777865332e-05,0.7391130294150583,1.2860299227231316e-05,0.006415124752537944,105.1959570711449,2686.173651264901,2043.9507886710594
60,186.56609823422042,305.1044055081812,1.4375361952555739,0.052016765277837954,0.29021889194753314,3.314275891673408,0.0003057858597718381,1.2382520549831382e-05,31.273187527106714,2.027045681785333e-05,0.8978441421385819,1.2244175493618583e-05,0.011988517559214748,113.50668533078128,2851.2791420625404,1889.588225458079
61,173.98475811555255,269.19390325929095,1.271190858473446,0.0650392345987652,0.23266148375165996,2.7584035802447886,-0.00017971637283471873,1.4392250875933346e-05,27.44021811300841,1.9446225597743736e-05,0.704534809194344,1.2826895381809193e-05,0.013157317661004832,117.50473947120308,2538.556310630938,1944.0480540751942
62,170.3602784812809,207.8747479797829,1.294195227266463,0.08596500272005744,0.21221508204761763,2.431356406093995,0.0002738067391275019,1.2469599739839307e-05,11.238041275870081,1.8906599509675327e-05,0.6659173012742169,1.6399055229814127e-05,0.009684811247865811,121.77606169371138,2806.3457980035128,1670.9944801418317
63,166.07864535319345,357.17597614125526,1.1500085208352646,0.11640050254555326,0.21919251263531547,2.391493396900655,-4.0142335979252086e-05,2.075660860235358e-05,43.574029106068686,1.819173497942964e-05,0.7633733449495709,1.1730616091890298e-05,0.007563391324934884,114.0197796685481,2903.689508685582,1811.5945475625547
64,174.42540426603546,401.4005784186181,1.3333535735504864,0.19124706642013017,0.23432527736111944,2.802917096247142,0.0005073774383394304,3.552663153087588e-05,26.039178863735547,2.1161039731219457e-05,0.7126823863078443,1.7262269744301448e-05,0.01543793089556685,117.04719593831572,2951.3770646318253,2003.959223862398
65,180.16139956042642,284.1129734297793,1.340493024752408,0.09769670626130106,0.24994004337082332,2.7586763814999395,-9.499510206166621e-05,1.8760186241719332e-05,62.14652695491188,1.872704702202016e-05,0.7953441384982379,1.1007077322822749e-05,0.012176576201615899,118.28058913193138,2870.6096591049,1854.4775190224254
66,186.46933204777102,388.15777249667406,1.3427533164037968,0.05990686873190959,0.24254835152065587,2.792765073880505,0.00024892869350856897,2.83062000549195e-05,294.2420682700989,2.5814542156397542e-05,0.7763363006976955,1.3982821867784338e-05,0.014565733147027015,137.0292677823313,3029.82388850284,2426.7264487498173
67,181.78949454254828,313.4730084417719,1.2801845339448827,0.04079022318518793,0.23574639862857694,2.557886458145901,-7.058732425465991e-05,1.7059249890239425e-05,71.28528324658204,2.200729131430251e-05,0.7474208102943817,1.2255670464557571e-05,0.006028546636395504,94.38231088021467,2556.7822317310583,1585.9463229677954
68,179.2345523610548,371.46075198006463,1.312277510241176,0.05487146858727501,0.2324002727019677,2.6450130098412403,-7.788455089902212e-05,2.8969542944348918e-05,94.18328964590906,1.9674558310923357e-05,0.7157812717613068,1.3301164508975073e-05,0.011601876904118274,122.60566760880198,3049.5808258430725,1952.3566229645633
69,176.81626114900206,828.3425001643515,1.32340923537814,0.04214915851384138,0.24295666601043442,2.841698037929449,1.8204881986856037e-05,6.478529129930725e-05,24.411518892885407,2.7699471672047072e-05,0.7482940507656474,1.294055562665153e-05,0.014534725088393175,119.36352256968281,3056.142001871418,2611.6484996562176
70,176.86223410339034,337.18306082347,1.266207131446013,0.12578969909330776,0.248823511200773,2.7893247265538625,0.00011137628143684678,2.2232259397265955e-05,30.962111036411304,1.736081558405476e-05,0.7668323545072867,1.2710414495235556e-05,0.011594074508576569,120.71410082061799,2946.435631485814,2399.9599182262496
71,181.62052785130882,402.2836875712192,1.3292142345188043,0.0901681764143722,0.23470597028707643,2.5916159061322928,-1.8990984425312825e-05,2.8666602090545874e-05,14.475463713554028,1.6868840350378156e-05,0.734972434247463,1.303462014264749e-05,0.012219043608740144,124.8710025806938,3114.56770105637,1819.5013121572538
72,169.61486082574243,331.81995541537924,1.2394530448083843,0.02941407987697145,0.22875857857062104,2.609561060110827,-0.0001828335304042839,1.8896875315637467e-05,75.26417474257967,1.5876897772675142e-05,0.6913475092318093,1.3697659293674607e-05,0.011379719252512481,118.42995353640866,2904.988796614345,2299.8439550366825
73,180.43649810647457,504.78334380157366,1.3312134226013466,0.06290860055200842,0.24804153199668533,2.662762551230633,-0.0004588621387648576,3.950189618480952e-05,23.021158792640204,3.309642461778154e-05,0.7507592836731182,1.3012308315273225e-05,0.007303861627057466,119.51449868450499,2871.8240541193263,1918.127997330117
74,215.30262435632764,346.7005563823951,1.6475028331691806,0.10010093349299315,0.2889926169903165,4.1664714326545775,0.00039248519247099176,2.3761795851831463e-05,56.574265489010294,2.1685303195305634e-05,0.8704426817985711,1.9415292956363713e-05,0.06608546488374924,123.88327450639561,3256.45109830512,4227.020342984921
75,170.38369486064747,522.7245349523527,1.2159181969242114,0.0812601328963655,0.2261039524022073,2.476627526810424,-0.00022760199585348487,3.872503967968573e-05,47.10370304428237,1.5632270084163973e-05,0.6735604020800954,1.2970137986323064e-05,0.007666200325651131,114.971019432809,2568.933789460347,1560.7545656484776
76,175.11509071303462,557.0137460116472,1.3160586238286722,0.08436081391579801,0.21975832225286257,2.646337964317866,1.5804770550037947e-05,4.477287425188284e-05,47.41387922950403,2.0310645114484568e-05,0.6853144840389467,1.6253023606743362e-05,0.015318209797410614,126.83487792510851,2817.367497805851,1972.1467038457147
77,185.33950535008796,280.22311986323604,1.2859084969407435,0.08793500476407443,0.23795119719643723,2.691215633510757,0.0010082863037543571,2.6591437651192386e-05,66.71868268542308,2.366659858719511e-05,0.7198110208506194,1.3848937840499598e-05,0.010037424875243596,105.93620192332388,2789.8450051545765,2192.5396992264173
78,203.65011295362686,289.4988674410468,1.3591220461078812,0.16243371514580562,0.2658101576214931,2.9029170332730345,0.0003312001902487561,2.2675933016790942e-05,25.59400120230294,2.9876558187085227e-05,0.8577047422892928,1.4191295605855344e-05,0.009124620677301184,146.31859284786458,4156.762196657952,2535.521660507949
79,179.1902597219418,336.5191624670373,1.2950169120590092,0.07690453932921608,0.21824437988666162,2.426911045085427,-0.00023455656005751075,2.0798839136833942e-05,66.56974855936092,2.8015701772297166e-05,0.6968629140843011,1.2703742990637614e-05,0.008654143491210221,115.81804746282658,3266.0472062297385,1942.5091297549295
80,176.1959432545563,325.57656177552803,1.4034708470546746,0.047212127478021414,0.24312174356220398,2.625080312211319,0.000195547005649791,2.440565773846767e-05,159.09439595535304,2.1928779144699724e-05,0.7641531026049998,1.5224687241548726e-05,0.008070720167957478,117.01783173662297,2984.281474032416,2000.6719906897988
81,192.83433320362283,562.7709474974488,1.3596263437164686,0.04410935200459809,0.24295966288495713,2.841031223069151,-9.532452675486948e-05,4.176600387630961e-05,39.740620918000005,2.786726143768479e-05,0.7956185363717317,1.5041947144964266e-05,0.014890795174954894,127.44139325258872,3251.2354772383246,1907.890714871179
82,176.55597486600377,324.2312993302243,1.3468982858916065,0.09464502761434646,0.30816323233767823,3.3323669477491684,0.0003364995719375688,2.4262069874987733e-05,18.948536189218785,2.3851784295659907e-05,0.9404075039677381,1.4115479286172658e-05,0.006749346855158588,132.78660284264006,2637.4924690452995,1812.4510078135356
83,196.3111324881505,856.955119763592,1.2814117793885664,0.0666291453396413,0.24138744936134698,2.667825750738084,-0.00019592560841097072,6.769282084069046e-05,102.89530785664388,1.7736000004169222e-05,0.7469585958962537,1.6931958973388997e-05,0.024266800854817496,122.25603189779773,3529.788824596348,2426.7049713792017
84,192.15250145675319,473.36732157445033,1.3359662799254166,0.0508480635244624,0.2414799454459583,2.7477008303448227,-0.00014719817495400104,3.610217848351858e-05,47.773792640325205,2.3354765046023562e-05,0.744251635800965,1.4203942720944954e-05,0.014893023380664769,128.14080146621177,3110.6590345053764,2169.541809263888
