Iteration,"('ILCD 2.0 2018 midpoint', 'climate change', 'climate change total')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater ecotoxicity')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater and terrestrial acidification')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'freshwater eutrophication')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'marine eutrophication')","('ILCD 2.0 2018 midpoint', 'ecosystem quality', 'terrestrial eutrophication')","('ILCD 2.0 2018 midpoint', 'human health', 'non-carcinogenic effects')","('ILCD 2.0 2018 midpoint', 'human health', 'carcinogenic effects')","('ILCD 2.0 2018 midpoint', 'human health', 'ionising radiation')","('ILCD 2.0 2018 midpoint', 'human health', 'ozone layer depletion')","('ILCD 2.0 2018 midpoint', 'human health', 'photochemical ozone creation')","('ILCD 2.0 2018 midpoint', 'human health', 'respiratory effects, inorganics')","('ILCD 2.0 2018 midpoint', 'resources', 'minerals and metals')","('ILCD 2.0 2018 midpoint', 'resources', 'dissipated water')","('ILCD 2.0 2018 midpoint', 'resources', 'fossils')","('ILCD 2.0 2018 midpoint', 'resources', 'land use')"
85,169.9628395419453,300.6341119589464,1.192935558748545,0.04724418200721706,0.22922836891687384,2.5624543473979573,0.00011805304402244731,1.4918708045015033e-05,24.855714416322247,1.8222021083467352e-05,0.7138618376218194,1.3666404497134842e-05,0.00988107308719823,109.12918804745014,2822.791645174575,2086.281325887288
86,181.90925675497797,372.66125302461313,1.5128590884454822,0.05689521411263302,0.2588251786431793,3.397502065037425,0.00032937499148982254,2.3948685196296598e-05,21.682860759197965,1.7892460149134166e-05,0.7924322904843065,1.652462962008673e-05,0.024559662604469706,128.45255305677253,2940.2077206566246,1930.366452233166
87,195.58894566746716,205.74476747709187,1.4320503827862787,0.04682903799282585,0.2764263972829842,3.1352333367311047,-0.0007331505427562437,3.992931256863035e-06,25.756395928216925,2.0040510718186588e-05,0.9157390077049237,1.6030338062306343e-05,0.015937266640191527,125.50720427350873,3179.030499174357,2506.612616253825
88,177.8602385279329,289.0913749107716,1.2688689755727323,0.11710044593365664,0.23858619693146424,2.6773723444354065,-3.985187238565756e-05,2.1245214110131884e-05,43.32996543173041,1.4912488675687793e-05,0.7834347500277802,1.348427931071246e-05,0.013469412982969877,121.87599074829151,2995.1176623399924,1924.483505786956
89,192.6783750814101,212.9311275043775,1.3219490203460273,0.07551352462587634,0.23907423863402805,2.752914966758666,-5.3242719842939396e-05,1.1611572125321089e-05,25.26765689631757,3.097407889935078e-05,0.8024540054953254,1.3396287308913694e-05,0.014248557989791914,121.71772422034037,2845.633310226949,2503.140869775302
90,176.37740308330407,674.4238821977265,1.3696104262196727,0.07669016756118006,0.2585736753035639,2.893163494330985,0.00015603502010904947,6.0433517249323216e-05,159.9871423050365,3.284921280871188e-05,0.7901163491295295,1.7025596080473393e-05,0.011067422498551702,141.11178304498935,3069.64705490311,2128.315453811797
91,169.42538049722785,208.4278474829633,1.2756184513622586,0.04057457623821705,0.23731618864293985,2.6355908549895095,0.0001893001142778682,1.3399793414850076e-05,22.16846572553567,1.985459777578693e-05,0.7364078568084966,1.1459816596425875e-05,0.009678350154837055,116.38777092398891,2753.8813968421905,1557.4467463191866
92,174.73040919411423,579.0669565336722,1.245553653533282,0.05742754687477243,0.22418061682395068,2.6221983938348754,-0.00044742143689933776,4.5459630032616586e-05,20.976629941530785,2.3694990106864406e-05,0.7030552336181612,1.285218738137255e-05,0.010280733486543663,115.7999885058486,2664.370511357838,2303.700182813185
93,185.79757439424483,706.690158155532,1.2719225325742234,0.06809194734355407,0.23470328822164563,2.673022863898561,0.00029918584472844674,3.320989416230073e-05,195.80155064502713,2.0696891057158183e-05,0.7180857705892594,1.3584367199617274e-05,0.010586116406701701,112.66746935915076,3163.625172957776,2051.518691607766
94,174.3877610422209,182.38331925142742,1.2930490900636267,0.13030688888240669,0.22656940177797513,2.450432587191262,0.00014831918820405285,9.756795735736312e-06,22.69161576341113,1.7549100198190654e-05,0.6889496330969266,1.1808059511433587e-05,0.007036986072256634,116.28923612421893,2716.0253271418646,2658.1724744993226
95,191.27684623200415,420.5187422639466,1.319933208022394,0.049079981870652066,0.2351837865374927,2.7984517646679175,-0.00013813577599136812,2.720047522839534e-05,11.821892839043642,1.972859209861087e-05,0.7568190212969915,1.1979639043124937e-05,0.014613269314077398,119.44119345724465,2669.1491462725876,2166.1453707822084
96,178.64506141299734,403.52869715736216,1.3064322492978537,0.09557624758005205,0.23818532530657904,2.7172615343396145,0.00019835723415690477,2.7263135414788215e-05,51.84772114068174,1.4741593551368476e-05,0.7653986576970301,1.4439389081714091e-05,0.013127770685288918,129.45606262489355,3230.2006621604396,2019.195118423536
97,165.61786379683045,177.96304947610722,1.1498194089903846,0.09868719374871933,0.20340618298569188,2.506450685978542,4.512628611029242e-05,1.0222413909269988e-05,63.445211946267555,1.7831351022034613e-05,0.6355616813636417,1.2069756975664821e-05,0.011817189537650844,112.37116495210864,2970.657487002528,1876.1282146006833
98,183.04827166533553,737.605575697532,1.2886479020901396,0.12233194494212402,0.24456416885416485,2.6778910955986035,0.00011070482520222967,6.407123256114505e-05,188.70177149899712,1.8343788190073322e-05,0.7435690669192105,1.1805999670845128e-05,0.007028220060254776,131.14270313922702,3394.341003692485,2412.8140453443357
99,183.16709091127552,264.8495544988315,1.3400461018542535,0.05525408510894808,0.23616657652399586,2.7376788422510008,-0.0001130322871981684,1.486833659039751e-05,239.83227038166964,2.3633765884210265e-05,0.7569136448555208,1.3912836781867875e-05,0.013877525301676833,123.34806200930679,3033.4422450739567,3062.164842117341
100,177.1935588898593,262.4971499086892,1.2847916025315724,0.14940502554370877,0.2398995512915118,2.8463175945030232,2.4050717110061282e-05,1.6078111134419224e-05,62.35950478624177,1.871062710422902e-05,0.6931572321895754,1.2285254187611779e-05,0.01662261371058516,125.83992464304208,2711.41557186498,1811.1947906129951
101,182.90535987134285,223.40515380244102,1.3047975992035477,0.06320608356154758,0.23919486565560394,2.6441159754496586,0.00022619906608566093,1.341628587451154e-05,63.323086263078274,2.911966916690106e-05,0.7291822920320186,1.3786820560230401e-05,0.011600702263498715,130.66311260069998,3370.6985493375287,1866.1269045584684
102,178.81763612594614,380.75601173755905,1.1893422024415838,0.053364777975314207,0.23282285810734027,2.5815331089679683,3.2455171693317475e-05,2.8610670650857618e-05,58.20042119639133,1.6646038941051833e-05,0.7240017858129607,1.152057061620394e-05,0.007998838103592492,126.52196030284416,2677.780749035417,1977.5689746864757
103,166.63620087811842,329.94894713357155,1.3046729133018984,0.05790206249081076,0.2233676188239367,2.5084492515759247,-0.0003288674337832728,2.2795583099386773e-05,32.394953242019305,1.958965083042332e-05,0.7491162725821852,1.816243125243378e-05,0.008642884220102396,120.35741985000914,2731.125641758152,1787.392886943504
104,176.0460442867415,233.2252257099148,1.3075049283568596,0.04541408395253678,0.25216925493052283,2.986497504974332,-0.0007469460183043252,7.432302897777688e-06,59.10913568089046,2.016290702449105e-05,0.7695805663823131,1.155927108514221e-05,0.012140822945007406,138.64380521774402,3009.038369754538,1582.3414330112055
105,185.8898070115308,487.1953419426145,1.4021850331825834,0.06364840140656272,0.2601600330103762,3.0564341772079655,-0.00019986253818526117,3.49613838026636e-05,24.26027588381332,1.7556386602973714e-05,0.7973812095871948,1.5344164087375785e-05,0.013925782155175167,122.62088908760137,2751.688742928731,2356.1634501623253
106,180.33723794281096,442.1901531871437,1.3169303304415887,0.0780954094471302,0.2453340438338304,2.819714261654248,0.00017309478418853206,3.529347454433914e-05,22.76246047059321,2.010662469658267e-05,0.7916569580202176,1.4697410256155043e-05,0.015599477584944323,118.54928135113424,3191.2958677599668,2901.649828171549
107,169.06593620976713,202.81656908035737,1.151879755722318,0.06235484928646273,0.22207497905495796,2.4521736205712656,-0.0001052515773360537,9.911379799891492e-06,16.995176801742776,3.174647155522687e-05,0.7140671795948057,1.1541334806248755e-05,0.008317145935226516,118.20789315891406,2489.3519521663507,2335.568529677906
108,175.7272660404742,330.0874649437286,1.3274097380453902,0.06875224196155222,0.23360282831117105,2.8044903671377783,0.00022682469678735447,2.6045889775901798e-05,13.323956221454864,2.4722939461450383e-05,0.7582136769678388,1.3673736687762833e-05,0.013525936078479251,122.72735023401498,2698.616680333102,1942.589557012213
109,183.35964742381654,747.7348856143955,1.3552925738030537,0.08797537258784137,0.25418917769842925,2.9598144965930593,0.00017614156316142303,2.5515959252220136e-05,127.53834450542492,1.959662764873531e-05,0.7503036709882032,1.4083472786787392e-05,0.01238093586989874,128.19851556424956,3036.789460398247,2709.825988008372
110,170.81955180574735,387.37151080180206,1.1487832435917733,0.0344742877685129,0.21337068508796028,2.3271671150695936,0.00019073719150014732,2.867096888562162e-05,52.14109814952422,2.9298352127936787e-05,0.6707707032850581,1.1456044045895671e-05,0.008505273991145835,132.2691009672941,2333.8577766510043,2601.0752889366518
111,191.08596251556025,366.6816853910499,1.3794736922255741,0.16287281269748446,0.2422399987533944,2.8442198981920206,1.730831677192443e-05,1.879512702106687e-05,14.622686920528745,2.0972546919054423e-05,0.756918916095278,1.8886649583700423e-05,0.01705576211241596,129.3756999258953,3166.029124256078,1987.2690517797746
112,182.32212310701055,738.5299106326555,1.2192191216762003,0.1382994716100278,0.2274197177068669,2.578206663537838,0.0003675865266569492,6.489267149942621e-05,33.96623709352842,1.79870894892347e-05,0.7334218935359057,1.2383224752839149e-05,0.01306910633756196,114.1269445423597,2812.339551097577,3483.9816126718615
113,175.98429723293944,270.2585213147365,1.3027996018479406,0.10806834972587072,0.24160375404508372,2.6307324494467927,-2.3912167813197807e-05,1.7570090272485646e-05,42.55790563911998,2.5469015782425364e-05,0.7598729879635372,1.226055801368577e-05,0.0068007039329647185,108.15327716800512,3111.1062387696547,1530.9173045756174
114,169.28567438819482,245.35445457053058,1.0836657778451368,0.06727762889485052,0.20451262027337813,2.258824285320105,-4.5910965828321595e-06,1.8001521883672958e-05,40.70252458338007,2.1189800316294894e-05,0.7054917489201683,1.0747535304354937e-05,0.0069004089774893085,112.50799300752183,2698.2081110601857,1836.0627601973167
115,172.48166992470152,446.57928763962445,1.3008152962040784,0.09110981715754,0.24297282196004122,2.621461839841612,0.00010483707134135684,2.9616561485321487e-05,16.97949548314028,1.5890550184658068e-05,0.7751215372773741,1.2352322976290838e-05,0.012643157491629713,122.16604593757378,2661.7250759162866,1907.4799108306213
116,171.80063977800307,372.12652184429976,1.1831658074031106,0.07980848897562949,0.2159935478150514,2.4153770482743298,-0.00022875009314611013,1.81697032885134e-05,19.123103428217547,1.6772792343191466e-05,0.7180348974307729,1.1971797035223877e-05,0.006218162708333454,96.57655109658053,2708.9643494833895,1794.4891532756735
117,176.02570415417185,275.83896278750086,1.3699179493289981,0.05395017836480011,0.23928911298095393,2.8541992639375864,-7.96927318866906e-05,1.7464803638109314e-05,47.71560065854367,1.9687974705483043e-05,0.7009807807823775,1.1701978655652291e-05,0.012564918305554304,129.10141400510804,2602.9468004670766,1877.160824538543
118,167.80577916988508,620.056558074051,1.248186418747034,0.08829922891730674,0.23761456125934227,2.68790839828086,-0.00022183734696829785,4.9985761640788365e-05,18.974267858640196,1.991846924036815e-05,0.7267725244244325,1.1185636569474494e-05,0.013994908464221845,114.55578386452316,3096.9357037066457,1936.2961875699407
119,189.9022753164705,246.40671605353023,1.4080474842920154,0.09828807020687817,0.2616030283126249,3.20850375647527,0.00015447412578059567,1.6716305143935267e-05,36.88637975893021,2.0655531262123792e-05,0.8364802061953699,2.2379306053637207e-05,0.018184620462194937,140.12086948696322,2919.1469542767372,4091.262332042576
120,193.6361003751481,331.3968009471587,1.3353366437945486,0.09699058842018088,0.24580015359805696,3.058290014694313,0.00016241906803418345,2.499784627321464e-05,27.731674042929175,2.1749699055620395e-05,0.7543220263365958,1.4169471626660995e-05,0.0188012182624313,116.96660976828517,2755.8195898968465,2815.304482317411
121,172.5389495569356,210.56630210098822,1.2880977395250366,0.061822716059627865,0.22313478184365748,2.5393118621032,2.0562317621095715e-05,7.933884536164486e-06,37.52214731811244,2.47795493436263e-05,0.7316145384469146,1.3160470759906222e-05,0.012848552287150553,134.44331358131063,3620.6791724060286,1521.6501091352504
122,171.41594161395906,1114.5138914181798,1.323829242210862,0.07507974899622152,0.23799527359098704,2.624169789617232,8.7435505286379e-05,0.00010147229430583825,16.281794031129348,2.3151113562787204e-05,0.7753276646598866,1.2526429454226892e-05,0.007340931410514412,107.31257260542964,2912.5200043047817,1684.759580716889
123,177.19614638804964,290.43041527616424,1.2464870444916685,0.16125096808088082,0.24640155324556748,2.8212381606058092,3.68744235235378e-05,1.9274104203732583e-05,60.63604034707675,2.063483076336305e-05,0.7688675346401351,1.4711817979288831e-05,0.011362453437128158,110.04650870883394,3153.9317736621006,2654.238868443366
124,175.2480753897858,198.82449098730734,1.2774219253982708,0.11859111122216556,0.2257550874972606,2.5004250989095387,-0.0005880850874525068,7.73558306663341e-06,20.72034573490277,1.4056321602709897e-05,0.7066907656704494,1.2869818047341833e-05,0.011415699294505833,108.28717044918818,2744.027796333776,1816.390841391807
125,173.3131756830492,297.5442172530244,1.2054402318206665,0.04376708597481521,0.21922842789850538,2.378899228839633,0.00031197118719763605,2.189937863592353e-05,9.441950187205205,2.6347012669344015e-05,0.6632647200246624,1.375216453156727e-05,0.00706752563372954,103.9735543125299,2781.937644163989,2011.3291729613234
126,187.83291161142702,261.68647556782594,1.4627890022001453,0.06221495362629205,0.24100380760770407,2.967352596956267,0.0001201340114591684,1.631903855827774e-05,36.35460275673486,3.215883826940916e-05,0.7888914853035965,1.682436083323386e-05,0.051671217099657676,135.71892143356007,3129.74906193942,2769.6063090051102
127,166.17787089928655,248.30646447226556,1.2479143287585275,0.055385020773087865,0.22322648455732846,2.3275482251709665,7.272583914481247e-05,1.6952521016323817e-05,13.978250673254227,3.4554062993735264e-05,0.711029562753206,1.2422693707468877e-05,0.005736805333708849,97.62545920131795,2622.634450209736,1720.314595611537
128,174.7697173338402,171.5291505824802,1.166825496053436,0.06542787334717165,0.21461716361776867,2.357051129578819,4.042568944478584e-05,1.0054563898242476e-05,47.09118443567419,2.6981447754607295e-05,0.6698938011049435,1.1933377304977015e-05,0.00814694448889096,114.41271194759639,2481.7436403613547,1982.7748412761282
129,189.1685438653838,295.7506135623564,1.2497116427407338,0.16925484103063002,0.2540442911953811,2.759710752974448,-0.0001813722106893584,1.734337504164337e-05,88.00173654762548,1.7532957474932887e-05,0.7830329436818613,1.4613315462664997e-05,0.013446382735902174,120.63270274632869,2962.5505654500475,2637.817427683195
130,168.55681314306474,255.60704232181897,1.2838054479697332,0.08605718252112665,0.2239912272267359,2.4882852109934244,-8.168469067149035e-05,1.7413692032185836e-05,52.861313228161855,2.053048299891751e-05,0.6988918889540537,1.6667173126936715e-05,0.008174966268300696,112.26518923366974,3220.008839533502,1904.1360551678476
131,179.7725957605329,460.2988157625687,1.4588804547534637,0.04800714348202646,0.26234158641548877,3.0273930180821895,-3.564572934057005e-05,3.7155858152747125e-05,20.747397598683104,2.1568229417226943e-05,0.8676803026607918,1.4663661905191471e-05,0.013378601758689195,127.67803706580814,2934.9214173440723,2092.6205772531216
132,194.48531992430838,469.9152702779428,1.5582236530538451,0.08446017451184236,0.2596901005219266,3.2537402280959147,0.00012234431604228252,3.7430554027538154e-05,99.05015490977613,2.5066103338444037e-05,0.8475667532742166,1.3301546019493412e-05,0.01642825227209564,124.18657497978229,3413.490157772133,2671.337443415139
133,186.92373202102766,249.63148172800572,1.42347812930434,0.10139492479281333,0.2619128578722393,3.142073178234493,0.00033491418699072354,1.809046979086767e-05,233.26938012116887,2.2072003852670998e-05,0.8406796281620954,1.3421472699509722e-05,0.01331445306864236,125.64498012662621,2943.231455325227,2360.0382670279932
134,195.85600821386066,477.8125579311585,1.504867855585512,0.0776203880548264,0.2595284550595795,3.3356620260085372,-0.00024417695454747717,3.0205399664045673e-05,49.03500509615255,2.1730018791265565e-05,0.7921813155552523,1.5146109030757598e-05,0.03746096814756464,147.25612230034469,3404.784857722358,2094.7935845401553
135,172.37364455156975,608.8958323853197,1.1808419848682483,0.051904744791573795,0.2108134644985913,2.3779476771369095,6.415162950241087e-05,4.5943562043100385e-05,38.634982935477865,2.6416981368974636e-05,0.6717459018862069,1.1434594435574842e-05,0.007355213956002252,119.57486728796788,2737.763082471506,1973.0897852033697
136,185.41020019485904,211.68409616996604,1.3155643754247937,0.0867189233399691,0.25428267399987614,2.9448656264758886,-0.0002872377389916523,5.599591028873894e-06,73.9595767973569,2.216166047138467e-05,0.8345623935553834,1.4130521597443097e-05,0.013927916903489266,128.32443722059563,3328.4916091131245,1907.4290534075417
137,175.75486860520007,393.2738039004053,1.1988534323740696,0.05619553791409804,0.2315909911873093,2.480911248727814,-0.0004318184920821323,2.6190410746496797e-05,32.90674836757546,1.8374627582204687e-05,0.7659352714200917,1.4826975150685949e-05,0.007319869913421236,145.00065237569953,2744.240819629451,1834.2585982646403
138,167.8975266794597,188.99451560836516,1.259151325656189,0.07140848279350533,0.22131172948336963,2.3524045286910718,0.00022765781590050363,1.4382254466647917e-05,61.11301729655362,1.6321975090243607e-05,0.6932886712265064,1.1333442366947699e-05,0.007322831124370384,130.11923129117935,2880.6691810914454,1835.9137589452691
139,169.2205867371478,169.68584010845723,1.0693833781017812,0.06896922779683021,0.2121507727666556,2.2905160342742423,2.9633192750738855e-05,8.819614986298284e-06,17.82396135915239,1.3664677182581652e-05,0.6596208269979883,1.0636062280433614e-05,0.005944018507122673,110.30603969006091,2998.7264431271997,2041.2816718053516
140,164.82666674791432,398.5255393656363,1.1384539910490692,0.07071567238053426,0.20641765737506,2.235398922405452,-0.00012961871204018286,2.935649399826342e-05,18.80390262109806,3.0197357992481236e-05,0.6609757691758884,1.083352760254522e-05,0.006911734682894319,107.9715882453352,2501.525253739455,2163.3154736124657
141,168.80675541335816,254.44280568516658,1.2065850650942482,0.07804453495646174,0.21988031445400158,2.638815635358923,-0.00025802409775050337,1.2205299197688002e-05,21.457383072281807,3.247881528101823e-05,0.6905759882686154,1.1603266207030412e-05,0.010884941994571264,125.7058490744573,2732.5961356203065,3664.9669431345064
142,158.66733515964808,228.49612918378472,1.1845496950038736,0.03250852711289863,0.21733106303353447,2.3456785985184596,-6.388983636232197e-05,1.2839021732113884e-05,40.58737301813109,3.02580602879657e-05,0.6883548866546874,1.1243419677262974e-05,0.0055695924049207314,117.49478223148652,2748.0798368582164,1628.48674322376
143,212.9918699320389,355.88883487572923,1.5725489824340242,0.06907191716435533,0.308763286580647,3.9198959640751188,0.0006694462452962206,2.604653058172503e-05,13.288137433497115,2.0188389559550735e-05,0.9655853414268984,1.6594065225633113e-05,0.0324275998716938,135.82941465835404,3315.864298471596,3607.479378874858
144,182.23613355047817,332.98348832196797,1.2973847820021223,0.09539900948991645,0.23015394979552523,2.704465273017537,0.0002223921161662555,2.214345781915265e-05,52.231949499671046,2.6600592684445582e-05,0.718033439015236,1.6378126164621195e-05,0.013423111096028088,107.8291793258416,3244.1014113975234,2696.968837249136
145,180.56822500308354,383.74135939711954,1.216471344444521,0.07530431847252858,0.2260056859321771,2.5706190689008594,9.829150358630192e-05,3.0425435824752377e-05,14.287058533097717,2.2123680064946947e-05,0.6979517852960675,1.660818070644462e-05,0.010025113218793928,109.92782871091588,3042.8382627301053,2433.6114940002135
146,179.9110374026048,264.4409209461851,1.3267308363531303,0.18804442505633268,0.23506942605809034,2.7894425557864517,7.07780528679665e-05,1.4912441659983034e-05,30.13055417532257,2.0657498556454488e-05,0.6903863129335007,1.4686761332712463e-05,0.014913801734310313,106.91183136232641,2740.5924302147755,2063.1003841241904
147,189.162541578202,291.25703193883123,1.458154069544477,0.05248716957744833,0.2563744656270318,2.9412474894826506,0.00041936879574701536,1.9463463928481602e-05,211.98548067989938,2.458196683486529e-05,0.8152064442102995,1.5534412517239376e-05,0.014202989991086365,129.47182056341177,3235.6336681092725,2204.030902891571
148,183.67772155086337,559.7278070042165,1.3142686399113448,0.06807531877193772,0.23176039254080566,2.6562157683892167,0.0004994589460697325,4.15057487631259e-05,91.5180837731455,2.6053511807374926e-05,0.7591690399086491,1.2429221885237457e-05,0.01666323204596608,117.81690551701966,3467.010316300605,1802.4521437101528
149,177.68281298845932,191.21879014309837,1.3390591456020289,0.03592954103102605,0.23478166387144506,2.685037060771356,-5.098273766916087e-05,1.0963143083233104e-05,13.11389518713768,1.713374771526057e-05,0.7528168286415493,1.3944945528905108e-05,0.006620328707895518,116.05221649353871,2508.3101582537615,1807.7834125755999
150,168.5056739422699,243.01614343515843,1.152293256594689,0.04754077240647628,0.2134765976977267,2.3194481036735857,5.426925720944022e-05,1.324750379193886e-05,12.273217836081733,1.8426643431396094e-05,0.6613244496358971,1.0636727911246003e-05,0.005630735986213949,122.19867868317858,2781.911909909103,1694.0021526306803
151,174.873729263237,235.1925068576899,1.3279448638855744,0.10035734698447607,0.22944907504991563,2.461779205387005,-1.9683573627038557e-05,1.5158006264606665e-05,132.48120052003668,1.8296368891044287e-05,0.733595674316305,1.4030482580355632e-05,0.007183859176905656,119.6781664580878,2439.6677146469106,1697.8392004585269
152,168.5512266862569,764.4977333910699,1.124012784200469,0.027925178822239285,0.21042834903204022,2.4373231766395462,0.00034524350357119555,1.976675958496216e-05,29.031583949564848,1.4894584787643606e-05,0.6555736046162441,1.3573103200232843e-05,0.009018862216018275,110.97159028994051,2504.7230141242753,2348.6127344520073
153,177.87163127908732,215.00518157325484,1.2291392520636781,0.11065425100036139,0.2222541180775182,2.4763533185187803,0.00025336148287148327,1.4990329698179906e-05,35.31654949077948,2.0351565768651396e-05,0.6982355905997027,1.4079442557042498e-05,0.00890761540962165,119.29429143297911,2672.567927499264,2086.5725254019585
154,181.75304146910648,463.21269156221973,1.2384468151571826,0.10827559760171687,0.22973432100211247,2.4513966361221287,0.0001492829492481776,3.151843368097538e-05,31.575682568157706,2.3652002288294472e-05,0.7203069887856783,1.2705743205881543e-05,0.008708601166223627,126.30465324327574,2973.5678222291717,2300.137197221239
155,174.74760733232375,218.23484755209935,1.1781970489100655,0.05159122213225577,0.21315541463430218,2.398830980027019,0.00024462376304882103,1.347034621791734e-05,13.25113939949402,1.805522399526975e-05,0.7023210968219564,1.175384497387541e-05,0.008873807227962941,112.0930339564601,2470.538690375441,1731.968598252447
156,180.16505822136094,384.4363913585583,1.343663659087491,0.07672171905743606,0.2505441126066718,2.982141199799545,5.380630825569785e-05,2.7319030750647065e-05,22.83291101500352,2.806348882794701e-05,0.7518034181411369,1.523381236631526e-05,0.012552611342761387,140.86609272596297,2600.4698687559085,2348.724863922534
157,180.38489029709967,392.2369310692696,1.3202285290756803,0.06854265248427341,0.24901161154382773,2.9238304837137727,6.477238340644935e-05,3.0811695018662936e-05,31.863749797960708,1.9597105455662058e-05,0.8353010601200456,1.3917859349821169e-05,0.015658776780901953,111.73231275621067,3209.466410885071,2307.952974931273
158,169.2667885138562,308.6443995333585,1.280157747351083,0.06403752496989695,0.2241118063322094,2.537508906604237,0.0004933001386007973,2.438049950187606e-05,35.13464442339653,4.6394045109005144e-05,0.7396301929115123,1.1771273801054442e-05,0.007902325386763403,120.44044841367314,2753.3912670552854,2081.5754972962673
159,170.81929491851497,375.21638909710623,1.2000850547800543,0.054082376956282124,0.21050863883702797,2.276409780853636,0.0002616161536242205,1.7415898349495384e-05,53.88383159147143,2.1418124593012293e-05,0.6946195636970416,1.1062323835247243e-05,0.006833668672536596,119.45594080715472,2635.524812193349,1720.7364094533302
160,177.45874816325517,424.0631241026583,1.2047333486716032,0.05328878529443225,0.23187542342380532,2.487527800149887,0.00011623090720481752,3.3160662384028237e-05,25.010370700874663,2.9034602995472385e-05,0.711349616752666,1.236179836167824e-05,0.006998241778997142,129.94408065516726,2785.592656457791,1966.0228197483755
161,177.56159760553072,833.6011394996942,1.2484378278426926,0.07988263652484962,0.23609986085047965,2.6345757169493136,-0.00035986138723575247,6.660284215633665e-05,71.80925769611858,2.089391898411224e-05,0.7364501359304647,1.2771754600888293e-05,0.016799781865680184,125.75512312585964,2633.2812861696802,1636.270244999749
162,184.10218741077458,471.7437059398046,1.3545666188056296,0.13199559515982892,0.26367990123026336,2.807996572991004,-0.00030517095898823383,3.346546692998345e-05,173.60288621232883,1.9798115370349293e-05,0.7851769764405309,1.348671239359025e-05,0.008420680354598023,137.85764034381734,3770.0576413799276,1928.840724019369
163,178.8419457479308,244.16356004455938,1.2400871137392695,0.044884235353020115,0.23341286552432636,2.5813889672462813,-0.00015991941918136254,1.3714839002387145e-05,29.098032387686363,1.758269884115893e-05,0.7092820031901503,1.5018808370214977e-05,0.009505058456920836,128.0815091709471,2840.284194456659,2311.0937077240487
164,165.86982213424398,204.8726364857603,1.2233589768292947,0.11370662108874814,0.213924699829926,2.4007920604417894,-0.0003978037226162815,7.068444312367272e-06,22.81860845248732,1.6876000171607404e-05,0.696091479232091,1.2078363751066884e-05,0.007573968908420068,108.99893971004947,2588.747361984234,1782.7062933883094
165,189.99205856106707,337.794271148782,1.3732784845012524,0.04938749242477019,0.25128569267927925,2.7420067252178306,0.00024477822701833205,2.0591146670633876e-05,30.303099009569603,2.8809719763980223e-05,0.7620585026670907,1.3109972021225861e-05,0.010257957494834043,121.25048672864077,3146.0947828736776,3301.6698865249823
166,175.30765417817548,364.37156903831976,1.3121650430356104,0.05833162027223024,0.23555029032695884,2.6583149620234385,9.079004899847641e-05,2.7077719795553207e-05,23.511813553248572,1.9154257042463926e-05,0.727188430141086,1.2058795608237829e-05,0.00814206661635251,135.12096885212185,2814.907565852432,1707.158159214911
167,173.2782038210543,237.02603443833266,1.114502787323043,0.08434431823755852,0.21047004038136835,2.305584735246098,-4.900446346813819e-06,1.6954839919571808e-05,29.852377149765417,1.866468893663524e-05,0.7109148896877188,1.045729273276815e-05,0.00852483316058737,123.74085919460603,2588.7004894531538,1802.2867222561413
168,180.98452137933685,277.1195886936522,1.3426398044209096,0.14805524199624656,0.2570029472071719,2.8665062550558553,4.033826612217278e-05,2.0236834574344356e-05,35.6312121569339,1.8669828904533567e-05,0.7908938322035398,1.402736307973092e-05,0.010990420318124342,140.06462369113925,2682.8238201184045,2286.447366078968
169,177.16780857309914,325.5442717620586,1.3039824105454916,0.09778959616796953,0.24683415072095266,2.8750647712330557,-0.00011929051340608455,1.9172971681184037e-05,96.68179960091011,1.7286709871453883e-05,0.8158496320195691,1.2091797190165925e-05,0.01260694819160611,125.22366890950562,2722.285074794205,1883.4953279912768
170,185.9627099950579,232.58453927995888,1.2293419552352505,0.049420982507785684,0.24290956175735393,2.6852817150392183,-5.143891488078218e-06,1.1169680668786728e-05,15.138238881778177,2.624692491000192e-05,0.7012422763529791,1.3689239353479982e-05,0.009001528517489189,121.11005926040623,3082.7668109262645,2086.8777638337974
171,175.19057567479206,537.6926560774377,1.250519374319142,0.09245990183688582,0.2120875987030763,2.357622710785137,-0.00017133239532687243,4.222400484459264e-05,25.334772638766193,2.237626745941901e-05,0.6658331963025095,1.318580341829986e-05,0.0067020607677357544,115.74331774360033,2896.694909707072,1771.188663930743
172,185.6812386035928,603.9956755158439,1.436955960350136,0.08129634158001861,0.2561498154086503,2.872835345384997,7.246895622714031e-05,5.187768455792739e-05,20.14360582364478,1.791418060031858e-05,0.8088857427679143,1.531927353847935e-05,0.012664074694683043,118.78743378156993,2948.9906697887295,2368.011030168258
173,172.7671360680992,279.49402643843075,1.18862602137831,0.06182403224710094,0.22905801197534215,2.514725400555887,0.0003081860635592113,1.441206262091215e-05,14.15152613767333,1.8236799414469462e-05,0.7415385901435013,1.3879613888639332e-05,0.00780367370172963,125.8123746609486,2716.546010361958,1666.3923778859835
